﻿Date;Champ;Nomenclature;Code NAF;Libellé NAF;Type de données;Nombre d'emplois vacants;Taux d'emplois vacants (en %)
2009-T3;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;49599;0.36
2010-T1;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;54390;0.4
2010-T4;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;91252;0.66
2011-T2;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;100196;0.71
2011-T3;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;194228;1.12
2012-T1;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;202654;1.17
2012-T2;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;190623;1.09
2012-T3;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;181073;1.04
2013-T1;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;87580;0.63
2013-T1;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;174478;1.01
2013-T2;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;84455;0.6
2013-T3;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;152244;0.88
2014-T1;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;96225;0.69
2014-T2;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;95815;0.68
2015-T1;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;89490;0.65
2015-T3;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;88976;0.64
2015-T3;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;176975;1.02
2016-T1;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;120881;0.87
2016-T1;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;231945;1.34
2016-T2;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;226690;1.29
2017-T1;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;293641;1.67
2017-T2;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;323836;1.81
2018-T1;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;174605;1.22
2018-T3;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;164473;1.14
2018-T4;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;199146;1.37
2019-T3;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;183726;1.25
2019-T4;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;223288;1.5
2020-T3;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;338691;1.85
2020-T4;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;362575;1.98
2021-T1;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;226471;1.52
2021-T2;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;282836;1.85
2021-T2;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;498695;2.61
2021-T3;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;287993;1.88
2021-T4;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;366391;2.36
2021-T4;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;630630;3.26
2022-T2;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;388083;2.45
2022-T2;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;668579;3.37
2023-T1;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;380125;2.39
2023-T2;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;396799;2.46
2023-T3;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;336689;2.12
2023-T4;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;359853;2.25
2023-T4;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;598529;3.01
2024-T1;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;552469;2.78
2024-T2;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;337186;2.09
2024-T2;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;555056;2.76
2024-T4;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;307721;1.93
2025-T2;Ensemble;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;503946;2.51
2003-T2;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;9441;0.3
2003-T2;Plus de 10 salariés;A21;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution (section E de la Naf)";Brutes;223;0.18
2003-T2;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;8948;1.03
2003-T2;Plus de 10 salariés;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;3269;0.14
2003-T2;Plus de 10 salariés;A21;H;Transports et entreposage (section H de la Naf);Brutes;2605;0.2
2003-T2;Plus de 10 salariés;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;2581;0.29
2003-T3;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;8310;0.26
2003-T3;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;3662;0.62
2003-T3;Plus de 10 salariés;A21;J;Information et communication (section J de la Naf);Brutes;1568;0.26
2003-T3;Plus de 10 salariés;A21;L;Activités immobilières (section L de la Naf);Brutes;536;0.37
2003-T3;Plus de 10 salariés;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;1989;0.22
2003-T3;Plus de 10 salariés;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;916;0.62
2003-T4;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;8634;0.28
2003-T4;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;24;0.01
2003-T4;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;8762;1.0
2003-T4;Plus de 10 salariés;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;7645;0.33
2003-T4;Plus de 10 salariés;A21;L;Activités immobilières (section L de la Naf);Brutes;566;0.39
2003-T4;Plus de 10 salariés;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;976;0.64
2004-T1;Plus de 10 salariés;A21;B;Industries extractives (section B de la Naf);Brutes;37;0.15
2004-T1;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;56;0.03
2004-T1;Plus de 10 salariés;A21;H;Transports et entreposage (section H de la Naf);Brutes;3438;0.27
2004-T1;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;3857;0.7
2004-T1;Plus de 10 salariés;A21;J;Information et communication (section J de la Naf);Brutes;1928;0.32
2004-T1;Plus de 10 salariés;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;2511;0.28
2004-T1;Plus de 10 salariés;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;13402;1.1
2004-T1;Plus de 10 salariés;A21;S;Autres activités de services (section S de la Naf);Brutes;1402;0.51
2004-T2;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;3811;0.65
2004-T2;Plus de 10 salariés;A21;J;Information et communication (section J de la Naf);Brutes;1887;0.31
2004-T2;Plus de 10 salariés;A21;L;Activités immobilières (section L de la Naf);Brutes;483;0.32
2004-T2;Plus de 10 salariés;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;14548;1.18
2004-T3;Plus de 10 salariés;A21;B;Industries extractives (section B de la Naf);Brutes;41;0.16
2004-T3;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;8777;0.29
2004-T3;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;53;0.03
2004-T3;Plus de 10 salariés;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;7324;0.32
2004-T3;Plus de 10 salariés;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;1204;0.2
2004-T3;Plus de 10 salariés;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;1997;0.24
2004-T3;Plus de 10 salariés;A21;P;Enseignement (section P de la Naf);Brutes;1878;0.8
2004-T3;Plus de 10 salariés;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;11908;0.97
2004-T4;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;9408;0.31
2004-T4;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;118;0.07
2004-T4;Plus de 10 salariés;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;2518;0.3
2005-T1;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;9105;0.3
2005-T1;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;172;0.11
2005-T1;Plus de 10 salariés;A21;H;Transports et entreposage (section H de la Naf);Brutes;3615;0.28
2005-T1;Plus de 10 salariés;A21;L;Activités immobilières (section L de la Naf);Brutes;483;0.32
2005-T1;Plus de 10 salariés;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;2538;0.27
2005-T2;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;133;0.08
2005-T2;Plus de 10 salariés;A21;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution (section E de la Naf)";Brutes;278;0.22
2005-T2;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;11750;1.27
2005-T2;Plus de 10 salariés;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;8289;0.36
2005-T2;Plus de 10 salariés;A21;P;Enseignement (section P de la Naf);Brutes;1891;0.74
2005-T3;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;9740;0.33
2005-T3;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;3795;0.61
2005-T3;Plus de 10 salariés;A21;L;Activités immobilières (section L de la Naf);Brutes;590;0.37
2005-T4;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;81;0.05
2005-T4;Plus de 10 salariés;A21;H;Transports et entreposage (section H de la Naf);Brutes;4589;0.35
2005-T4;Plus de 10 salariés;A21;L;Activités immobilières (section L de la Naf);Brutes;945;0.59
2005-T4;Plus de 10 salariés;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;4135;0.48
2005-T4;Plus de 10 salariés;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;4512;0.47
2005-T4;Plus de 10 salariés;A21;S;Autres activités de services (section S de la Naf);Brutes;1516;0.55
2006-T1;Plus de 10 salariés;A21;B;Industries extractives (section B de la Naf);Brutes;53;0.22
2006-T1;Plus de 10 salariés;A21;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution (section E de la Naf)";Brutes;433;0.34
2006-T1;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;3781;0.66
2006-T1;Plus de 10 salariés;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;2143;0.35
2006-T2;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;12221;0.41
2006-T2;Plus de 10 salariés;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;85;0.05
2006-T2;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;14529;1.5
2006-T2;Plus de 10 salariés;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;2270;0.37
2006-T2;Plus de 10 salariés;A21;L;Activités immobilières (section L de la Naf);Brutes;750;0.46
2006-T2;Plus de 10 salariés;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;771;0.47
2006-T3;Plus de 10 salariés;A21;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution (section E de la Naf)";Brutes;475;0.36
2006-T3;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;14265;1.45
2006-T3;Plus de 10 salariés;A21;H;Transports et entreposage (section H de la Naf);Brutes;6387;0.49
2006-T3;Plus de 10 salariés;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;11899;0.91
2006-T3;Plus de 10 salariés;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;816;0.51
2006-T4;Plus de 10 salariés;A21;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution (section E de la Naf)";Brutes;507;0.39
2006-T4;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;14215;1.43
2006-T4;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;2656;0.46
2006-T4;Plus de 10 salariés;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;1857;0.3
2006-T4;Plus de 10 salariés;A21;L;Activités immobilières (section L de la Naf);Brutes;871;0.51
2007-T1;Plus de 10 salariés;A21;B;Industries extractives (section B de la Naf);Brutes;82;0.34
2007-T1;Plus de 10 salariés;A21;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution (section E de la Naf)";Brutes;560;0.43
2007-T1;Plus de 10 salariés;A21;J;Information et communication (section J de la Naf);Brutes;3983;0.62
2007-T1;Plus de 10 salariés;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;11375;0.85
2007-T1;Plus de 10 salariés;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;1021;0.62
2007-T1;Plus de 10 salariés;A21;S;Autres activités de services (section S de la Naf);Brutes;1639;0.58
2007-T2;Plus de 10 salariés;A21;B;Industries extractives (section B de la Naf);Brutes;93;0.38
2007-T2;Plus de 10 salariés;A21;F;Construction (section F de la Naf);Brutes;14257;1.4
2007-T2;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;3851;0.6
2007-T2;Plus de 10 salariés;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;4202;0.66
2007-T2;Plus de 10 salariés;A21;P;Enseignement (section P de la Naf);Brutes;1939;0.74
2007-T2;Plus de 10 salariés;A21;S;Autres activités de services (section S de la Naf);Brutes;1694;0.59
2007-T3;Plus de 10 salariés;A21;B;Industries extractives (section B de la Naf);Brutes;94;0.38
2007-T3;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;15190;0.52
2007-T3;Plus de 10 salariés;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;12090;0.51
2007-T3;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;3796;0.58
2007-T3;Plus de 10 salariés;A21;J;Information et communication (section J de la Naf);Brutes;3902;0.61
2007-T3;Plus de 10 salariés;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;3318;0.52
2007-T3;Plus de 10 salariés;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;6039;0.67
2007-T3;Plus de 10 salariés;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;6755;0.66
2007-T3;Plus de 10 salariés;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;969;0.58
2007-T4;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;16204;0.56
2007-T4;Plus de 10 salariés;A21;H;Transports et entreposage (section H de la Naf);Brutes;7350;0.55
2007-T4;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;4177;0.69
2007-T4;Plus de 10 salariés;A21;J;Information et communication (section J de la Naf);Brutes;4478;0.69
2007-T4;Plus de 10 salariés;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;2201;0.35
2007-T4;Plus de 10 salariés;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;6948;0.76
2007-T4;Plus de 10 salariés;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;7588;0.75
2007-T4;Plus de 10 salariés;A21;P;Enseignement (section P de la Naf);Brutes;1892;0.7
2008-T1;Plus de 10 salariés;A21;C;Industrie manufacturière (section C de la Naf);Brutes;15946;0.56
2008-T1;Plus de 10 salariés;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;12117;0.51
2008-T1;Plus de 10 salariés;A21;I;Hébergement et restauration (section I de la Naf);Brutes;4378;0.72
2008-T1;Plus de 10 salariés;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;7780;0.77
2008-T1;Plus de 10 salariés;A21;P;Enseignement (section P de la Naf);Brutes;2377;0.86
